30,1080,1920
7,1138,548
33,612,718
40,1067,998
41,1030,961
42,1000,472
45,1035,457
51,1237,918
70,1029,457
75,757,477
81,758,437
83,759,429
91,763,418
93,685,712
94,763,424
98,765,442
108,865,437
115,999,475
116,1018,482
151,1682,456
152,1603,439
153,1602,427
163,643,711
166,1081,433
167,1062,438
169,1031,450
170,1016,455
171,1000,467
173,976,480
174,967,483
179,913,532
180,904,544
181,899,551
183,882,570
184,876,570
185,873,561
186,867,550
188,859,535
190,865,509
192,871,481
193,876,471
199,894,400
232,711,549
240,1107,501
242,1063,469
245,1012,439
246,1000,435
249,856,519
259,894,468
261,883,485
262,877,494
264,868,505
265,866,515
267,859,535
275,841,553
277,1164,506
278,832,531
279,831,528
284,829,505
290,882,466
293,927,442
296,976,422
297,990,415
298,1008,411
301,1063,399
303,1099,397
305,1141,397
310,1168,912
329,898,735
333,1285,709
344,1191,927
358,1422,915
362,617,710
364,898,733
369,415,923
371,1511,917
375,1014,950
402,1165,905
406,182,851
407,831,65
408,830,64
409,1056,986
410,1165,904
411,1165,906
414,831,66
417,1165,903
418,1163,902
419,1164,903
428,1163,906
437,1021,411
441,829,64
444,945,575
445,979,412
446,1019,442
454,690,55
455,874,881
460,912,522
481,900,727
485,1167,902
486,1166,901
488,1058,986
489,608,995
492,837,66
493,836,65
495,1168,907
496,1165,906
498,1171,902
513,906,732
517,883,154
524,90,648
533,835,73
539,958,460
540,959,461
547,1129,538
551,1023,446
552,1126,535
558,804,96
559,831,72
562,1125,532
570,1120,542
574,805,710
579,1164,906
587,1170,912
591,897,733
592,1113,1045
598,832,70
600,1027,454
620,833,72
625,1560,694
626,831,69
630,834,69
631,834,70
635,1513,915
643,1156,504
649,832,70
651,832,69
652,833,68
661,1025,450
668,1168,910
674,714,708
678,1126,540
679,1169,907
681,832,70
683,1166,904
685,1123,534
687,956,960
689,833,68
690,832,68
693,1113,541
695,1119,536
699,1019,446
703,956,453
704,1117,538
708,668,708
710,956,452
717,988,474
718,955,456
719,955,459
723,7,572
725,833,70
726,832,69
727,833,71
754,1025,451
769,837,69
783,627,798
807,959,455
810,605,709
816,1061,986
823,1574,268
825,1519,285
826,1492,294
827,1468,305
831,1052,482
844,1218,525
845,1212,540
851,1169,542
859,1136,473
860,1131,468
861,1126,463
864,832,63
865,832,64
867,1105,456
871,1060,980
874,622,834
879,832,61
880,831,61
882,699,742
883,1059,977
884,1628,875
885,709,699
886,1508,902
887,1159,894
888,686,506
889,685,505
891,896,695
892,1119,472
894,1159,900
895,1158,900
897,1163,899
898,829,60
907,1056,978
908,1058,979
910,1049,978
911,898,720
912,401,848
914,772,947
915,698,739
917,713,695
918,1013,662
919,1057,972
920,697,738
921,1053,970
922,875,137
923,1166,890
924,1020,400
925,694,732
927,1164,889
932,1050,966
933,1640,1007
937,1162,887
939,1176,960
940,818,941
941,1051,973
942,1017,435
946,1143,466
947,1144,459
949,1058,971
950,804,690
951,1163,889
954,1160,893
955,688,899
957,898,715
958,852,165
959,694,730
