300,466,223
301,358,418
302,354,424
315,305,225
316,305,206
317,304,188
320,290,116
322,284,91
323,274,67
324,276,59
326,171,182
327,267,37
329,263,34
331,258,38
332,252,43
333,255,47
334,253,51
335,247,66
336,247,75
337,246,82
338,245,93
340,278,108
342,499,226
343,726,176
344,727,176
347,483,182
349,216,260
350,504,198
351,510,211
352,514,216
353,517,220
355,525,233
356,529,225
357,529,222
358,532,217
359,537,208
360,538,204
361,540,203
362,540,202
363,544,197
369,551,195
370,551,198
373,542,185
374,538,181
375,538,222
376,530,176
377,525,174
378,521,172
379,515,172
380,510,170
381,507,172
382,502,173
383,732,176
384,471,192
385,464,199
386,458,206
387,451,214
389,435,239
390,424,255
391,411,268
392,403,290
393,734,176
394,383,298
395,370,288
396,513,222
397,346,273
398,337,270
400,289,254
401,498,222
407,470,219
411,454,219
413,451,221
415,330,92
416,336,89
418,349,91
419,360,95
420,362,97
421,366,101
422,370,104
423,722,176
424,723,178
425,380,121
426,380,121
427,386,135
428,387,138
429,386,148
430,391,150
431,392,163
432,391,168
433,394,173
434,393,180
435,397,190
436,398,195
437,398,203
438,398,208
439,400,220
440,401,226
441,426,187
442,423,189
443,726,178
444,401,207
445,402,202
446,403,200
447,722,176
448,403,192
449,405,189
450,405,186
451,406,183
452,405,184
453,410,181
454,416,181
455,444,189
456,438,180
457,445,182
458,453,182
460,483,188
461,493,192
462,505,198
463,528,209
464,545,216
465,562,224
466,416,225
469,422,191
471,421,225
472,424,189
479,428,186
481,427,227
489,432,183
490,439,228
495,443,228
496,442,229
499,252,159
501,401,204
502,401,204
503,403,206
504,404,208
505,694,215
506,404,209
508,408,210
509,408,208
512,691,215
521,401,200
522,402,196
523,401,191
524,399,181
525,401,178
526,402,173
527,401,170
528,401,162
529,402,161
530,402,159
531,401,154
532,413,220
533,404,149
534,409,224
535,403,145
536,405,144
537,407,144
541,411,190
542,407,145
543,413,203
544,407,148
545,409,150
546,407,152
547,409,155
548,408,160
549,410,163
552,423,174
553,429,177
554,435,180
555,438,185
556,454,199
557,466,205
558,471,216
559,398,213
560,401,215
561,525,269
562,535,264
563,405,222
564,580,252
565,602,247
566,623,244
578,611,79
581,565,68
582,551,70
583,544,65
584,531,68
585,525,70
586,666,417
587,513,74
588,501,77
589,498,81
590,493,86
592,480,98
593,479,100
594,474,105
595,471,111
596,431,209
597,465,124
598,460,132
599,448,223
600,455,147
601,423,191
602,451,159
604,445,177
607,437,195
623,471,182
624,485,183
625,489,188
626,499,186
627,507,188
628,525,195
629,535,199
630,448,219
631,553,212
632,466,210
635,454,219
637,471,210
638,471,210
642,456,190
661,458,227
673,473,230
680,503,22
681,498,27
682,490,28
685,476,57
687,469,71
690,456,101
691,454,108
692,447,122
693,445,130
694,443,138
695,439,144
698,437,170
699,437,175
704,449,230
705,455,259
706,414,224
707,414,227
708,414,229
709,475,248
711,485,238
712,494,236
716,548,230
725,521,71
726,513,61
727,509,56
728,503,50
729,493,46
731,448,235
732,484,41
733,480,41
734,478,42
737,470,49
738,468,53
739,468,54
740,465,56
741,463,63
742,462,66
743,445,199
744,457,76
745,456,84
746,457,88
747,455,92
748,455,96
749,453,105
750,451,112
751,451,116
752,451,120
753,451,132
754,448,137
755,447,140
756,454,227
758,438,161
759,433,171
760,423,180
761,407,196
762,396,211
767,437,229
781,364,431
784,414,189
786,407,213
789,406,206
790,404,202
791,608,175
792,399,194
793,400,184
794,403,178
795,402,175
796,402,172
797,403,164
798,403,160
799,406,159
800,397,202
801,405,150
802,408,223
803,408,149
804,409,146
805,410,145
806,411,144
807,413,142
808,412,144
810,414,145
811,413,146
812,415,146
813,418,149
814,417,150
816,419,155
817,419,158
820,422,165
822,421,165
823,421,166
824,421,167
825,423,173
826,426,176
827,427,180
828,429,184
830,439,207
831,441,214
833,458,250
834,465,267
835,470,279
836,473,270
837,481,254
838,486,248
839,491,242
840,443,205
841,513,226
843,532,220
844,542,217
849,652,234
850,701,259
851,429,188
854,427,186
855,428,185
856,425,184
858,582,80
860,542,59
861,523,56
862,514,56
863,504,57
864,504,55
865,490,60
866,489,62
867,483,64
868,479,66
869,471,76
870,470,79
871,466,82
872,425,205
873,426,204
874,455,102
875,451,109
876,451,113
877,445,124
878,443,129
879,443,135
880,439,140
881,436,154
882,434,159
883,434,166
884,433,173
885,427,187
886,447,223
887,427,197
888,425,204
889,423,218
890,418,224
893,419,214
894,420,209
895,419,204
896,419,201
897,419,194
898,418,189
899,417,187
900,415,186
901,415,180
902,416,178
903,415,178
904,413,176
905,411,174
907,405,171
908,403,171
909,399,172
910,394,175
911,389,176
912,383,178
913,450,205
914,365,192
915,360,199
916,351,206
917,343,214
918,323,235
919,309,252
920,293,270
921,280,286
922,253,307
923,237,297
924,226,289
926,428,227
927,158,265
929,428,230
930,428,231
932,425,230
933,423,230
934,420,228
938,440,227
943,373,142
944,385,144
945,394,146
946,439,237
947,417,152
948,423,156
950,437,166
953,448,174
955,455,189
959,429,194
960,425,196
961,421,198
962,408,205
964,396,213
965,387,219
966,371,234
967,447,184
968,353,252
969,340,260
970,319,285
971,430,237
972,429,236
973,289,276
974,268,271
975,256,270
976,242,270
977,227,269
978,200,271
979,182,277
980,244,427
981,230,423
983,444,235
988,418,234
990,357,206
991,380,205
992,399,203
993,409,196
997,461,196
999,481,197
1000,486,200
1001,491,202
1002,501,207
1003,505,210
1004,509,213
1005,507,212
1006,520,222
1007,522,225
1008,524,226
1009,527,222
1010,532,217
1011,531,216
1012,533,212
1013,535,210
1014,539,206
1015,541,207
1016,543,205
1017,544,205
1018,546,205
1022,552,207
1026,469,203
1030,732,178
1031,732,177
1032,736,175
1033,419,188
1035,411,202
1036,408,203
1038,402,193
1039,405,189
1041,405,180
1042,407,174
1043,410,171
1044,410,170
1045,426,180
1046,414,163
1047,414,160
1048,415,160
1049,414,160
1050,415,158
1051,417,156
1052,417,156
1053,419,157
1054,420,157
1056,423,159
1057,425,158
1058,426,163
1059,426,163
1060,400,215
1061,400,211
1063,429,166
1064,432,165
1065,398,201
1066,412,223
1067,402,211
1068,405,216
1071,455,183
1074,647,241
1075,481,220
1076,487,230
1077,723,177
1078,511,272
1079,729,176
1081,529,259
1082,543,245
1083,609,175
1084,562,230
1085,568,229
1086,587,220
1087,603,217
1088,422,191
1090,573,196
1091,555,193
1092,417,221
1093,415,222
1094,521,192
1095,731,177
1096,733,177
1097,504,197
1098,496,201
1099,735,177
1100,491,204
1101,487,209
1103,480,217
1104,477,221
1105,473,226
1106,471,228
1107,470,226
1108,468,223
1109,467,218
1110,466,217
1111,464,210
1112,462,210
1115,458,206
1117,457,207
1118,457,206
1119,454,205
1120,435,213
1121,454,200
1122,453,198
1123,453,194
1124,451,193
1125,451,192
1126,450,191
1129,445,191
1140,425,277
1141,420,293
1142,417,298
1143,411,288
1144,408,285
1145,402,282
1147,390,277
1148,724,177
1150,309,201
1151,728,176
1152,450,203
1153,453,202
1154,457,202
1155,460,202
1156,458,203
1157,441,190
1158,465,207
1159,467,208
1160,468,212
1161,730,176
1162,166,243
1163,255,263
1164,474,223
1165,473,226
1166,475,230
1167,476,228
1168,476,227
1169,478,218
1170,733,178
1171,272,203
1172,477,208
1173,735,177
1174,475,204
1175,478,206
1176,479,205
1177,455,211
1179,478,207
1180,479,209
1181,462,211
1182,477,212
1183,479,210
1185,455,217
1186,484,204
1187,486,203
1188,491,200
1189,490,198
1190,494,199
1191,498,198
1192,722,176
1193,724,178
1194,508,202
1195,514,207
1196,517,210
1199,336,227
1201,548,249
1202,554,261
1203,566,290
1204,366,382
1206,592,286
1210,644,287
1212,677,310
1216,735,177
1224,540,131
1227,552,160
1228,550,164
1229,548,166
1231,541,179
1232,540,183
1233,539,186
1234,537,189
1244,521,208
1245,521,204
1246,521,201
1247,518,196
1248,519,195
1249,519,192
1250,517,193
1251,515,191
1252,515,191
1253,515,191
1255,513,193
1256,512,194
1257,511,194
1258,511,196
1264,491,180
1265,487,180
1266,481,176
1267,475,170
1269,465,167
1270,494,218
1271,450,165
1274,433,168
1275,422,169
1276,416,168
1277,409,170
1278,404,175
1279,387,181
1280,379,186
1281,373,193
1282,363,198
1283,348,213
1284,336,222
1285,327,232
1286,318,242
1287,295,266
1288,461,216
1289,278,258
1290,267,252
1291,250,240
1292,240,232
1293,229,229
1294,219,222
1295,195,218
1297,168,209
1298,157,207
1302,77,210
1304,456,220
1305,454,219
1314,450,210
1315,454,205
1317,302,188
1318,311,188
1319,323,190
1320,338,194
1321,345,197
1322,458,219
1323,360,201
1324,368,208
1325,374,208
1326,378,212
1327,38,262
1328,830,188
1329,391,225
1330,393,222
1331,393,216
1332,400,211
1333,401,208
1334,401,205
1335,405,206
1336,403,204
1337,407,202
1338,407,196
1339,406,191
1340,401,179
1341,400,173
1342,398,168
1343,397,163
1344,390,156
1345,389,148
1346,388,144
1347,386,138
1348,381,132
1349,379,129
1350,411,218
1351,377,120
1352,371,115
1353,368,114
1354,367,109
1356,361,106
1357,360,105
1358,355,105
1360,349,108
1361,346,110
1362,343,112
1363,341,117
1364,334,124
1365,329,128
1366,328,136
1367,324,145
1368,315,164
1369,311,176
1370,307,189
1371,301,203
1372,294,236
1374,425,215
1375,730,175
1376,729,176
1381,732,176
1382,729,176
1383,727,177
1384,723,177
1386,430,187
1387,266,200
1391,426,148
1392,734,178
1393,732,177
1394,732,177
1399,491,176
1402,503,192
1403,507,196
1404,511,206
1405,514,212
1406,515,217
1407,518,222
1408,521,231
1409,523,229
1410,522,225
1411,521,217
1412,527,210
1413,526,208
1414,527,204
1417,529,193
1418,531,194
1419,705,177
1420,533,192
1423,535,192
1424,674,176
1425,539,196
1427,541,199
1429,160,432
1430,541,210
1434,535,210
1435,533,207
1440,611,176
1441,505,186
1442,610,174
1443,499,184
1444,489,182
1445,485,178
